I2S Rankings

Tech Score Ranking:
                                                       filename  tech_score_mean  Tech_Rank
                            respiratory_therapist_interview.txt         0.061561          1
                               software_developer_interview.txt         0.061039          2
                       computer_network_architect_interview.txt         0.060847          3
                                        architect_interview.txt         0.050998          4
                                       biochemist_interview.txt         0.050669          5
                           environmental_engineer_interview.txt         0.050038          6
                                      audiologist_interview.txt         0.050022          7
                                          actuary_interview.txt         0.049979          8
                                teacher_assistant_interview.txt         0.049726          9
              medical_and_health_services_manager_interview.txt         0.048674         10
                         computer_systems_analyst_interview.txt         0.048401         11
                          market_research_analyst_interview.txt         0.048111         12
                                       it_manager_interview.txt         0.047659         13
                                           lawyer_interview.txt         0.047640         14
                      operations_research_analyst_interview.txt         0.047581         15
                                    auto_mechanic_interview.txt         0.047212         16
                    maintenance_and_repair_worker_interview.txt         0.047132         17
                                     orthodontist_interview.txt         0.046567         18
                           occupational_therapist_interview.txt         0.046507         19
                    ophthalmic_medical_technician_interview.txt         0.046029         20
                                     sports_coach_interview.txt         0.045608         21
                                financial_advisor_interview.txt         0.044995         22
                           hearing_aid_specialist_interview.txt         0.044612         23
                               nurse_practitioner_interview.txt         0.044517         24
                                 anesthesiologist_interview.txt         0.043888         25
                                          plumber_interview.txt         0.043043         26
                   clinical_laboratory_technician_interview.txt         0.042966         27
                       medical_equipment_repairer_interview.txt         0.042613         28
                                     statistician_interview.txt         0.042049         29
                                      logistician_interview.txt         0.041693         30
                      community_and_health_worker_interview.txt         0.041346         31
                              biomedical_engineer_interview.txt         0.041331         32
                                genetic_counselor_interview.txt         0.041296         33
                      public_relations_specialist_interview.txt         0.041292         34
                                    choreographer_interview.txt         0.040897         35
             social_and_community_service_manager_interview.txt         0.040545         36
                                    web_developer_interview.txt         0.040444         37
                                        paralegal_interview.txt         0.040096         38
                              political_scientist_interview.txt         0.040044         39
                                   security_guard_interview.txt         0.040002         40
                      forensic_science_technician_interview.txt         0.039461         41
                                     pediatrician_interview.txt         0.038910         42
                    marriage_and_family_therapist_interview.txt         0.038800         43
                                     psychologist_interview.txt         0.038760         44
                                       accountant_interview.txt         0.038684         45
                                     cartographer_interview.txt         0.038642         46
                              school_psychologist_interview.txt         0.038241         47
                                      electrician_interview.txt         0.038057         48
                                massage_therapist_interview.txt         0.037913         49
                              physician_assistant_interview.txt         0.037763         50
                                 technical_writer_interview.txt         0.037728         51
                      speech-language_pathologist_interview.txt         0.037348         52
                        orthotist_and_prosthetist_interview.txt         0.036708         53
                                 flight_attendant_interview.txt         0.036453         54
                                       no_persona_interview.txt         0.036429         55
                               management_analyst_interview.txt         0.036197         56
                   occupational_therapy_assistant_interview.txt         0.036158         57
                      business_operations_manager_interview.txt         0.035827         58
                                       podiatrist_interview.txt         0.035789         59
                   oral_and_maxillofacial_surgeon_interview.txt         0.035731         60
 licensed_practical_and_licensed_vocational_nurse_interview.txt         0.035489         61
                                     art_director_interview.txt         0.035345         62
                                     psychiatrist_interview.txt         0.035328         63
                                financial_manager_interview.txt         0.034936         64
                                medical_scientist_interview.txt         0.034895         65
                       dietitian_and_nutritionist_interview.txt         0.034849         66
                                     data_analyst_interview.txt         0.034830         67
                                       pharmacist_interview.txt         0.034727         68
                       medical_records_technician_interview.txt         0.034236         69
                           clinical_social_worker_interview.txt         0.034230         70
                                          midwife_interview.txt         0.034167         71
                     physical_therapist_assistant_interview.txt         0.033546         72
                          industrial_psychologist_interview.txt         0.033167         73
                     solar_photovoltaic_installer_interview.txt         0.032749         74
                              pharmacy_technician_interview.txt         0.032716         75
                                  health_educator_interview.txt         0.032627         76
                                nurse_anesthetist_interview.txt         0.032059         77
                                 registered_nurse_interview.txt         0.032002         78
                                     veterinarian_interview.txt         0.031988         79
                             construction_manager_interview.txt         0.031903         80
           veterinary_technologist_and_technician_interview.txt         0.031895         81
substance_abuse_and_behavioral_disorder_counselor_interview.txt         0.031772         82
                              construction_worker_interview.txt         0.031723         83
                          mental_health_counselor_interview.txt         0.031713         84
                                   civil_engineer_interview.txt         0.031368         85
                          wind_turbine_technician_interview.txt         0.031340         86
                                    sales_manager_interview.txt         0.031244         87
                         orthotist_and_prosthetis_interview.txt         0.030871         88
