I2S Rankings

Tech Score Ranking:
                                                       filename  tech_score_mean  Tech_Rank
                                     cartographer_interview.txt         0.061995          1
                               software_developer_interview.txt         0.060345          2
                                 technical_writer_interview.txt         0.060185          3
                                   civil_engineer_interview.txt         0.058228          4
                              biomedical_engineer_interview.txt         0.055944          5
                           environmental_engineer_interview.txt         0.049632          6
                                          actuary_interview.txt         0.048571          7
                          market_research_analyst_interview.txt         0.043619          8
                                        architect_interview.txt         0.042808          9
                                       biochemist_interview.txt         0.042755         10
                          wind_turbine_technician_interview.txt         0.042601         11
                   diagnostic_medical_sonographer_interview.txt         0.042506         12
                                  health_educator_interview.txt         0.041322         13
                                     statistician_interview.txt         0.041237         14
                    maintenance_and_repair_worker_interview.txt         0.040936         15
                                        carpenter_interview.txt         0.040816         16
                                      electrician_interview.txt         0.040541         17
              medical_and_health_services_manager_interview.txt         0.039387         18
                                     psychologist_interview.txt         0.039316         19
                                       no_persona_interview.txt         0.039130         20
                           occupational_therapist_interview.txt         0.038991         21
                      operations_research_analyst_interview.txt         0.038835         22
                              school_psychologist_interview.txt         0.038278         23
                                medical_scientist_interview.txt         0.037402         24
                                nurse_anesthetist_interview.txt         0.036559         25
                                    web_developer_interview.txt         0.036066         26
                               nurse_practitioner_interview.txt         0.035917         27
                       computer_network_architect_interview.txt         0.035620         28
substance_abuse_and_behavioral_disorder_counselor_interview.txt         0.035398         29
                                 registered_nurse_interview.txt         0.034803         30
                                       it_manager_interview.txt         0.034417         31
                                          midwife_interview.txt         0.033951         32
                                       accountant_interview.txt         0.033835         33
                    ophthalmic_medical_technician_interview.txt         0.033784         34
                                     data_analyst_interview.txt         0.033217         35
                         orthotist_and_prosthetis_interview.txt         0.032895         36
                                          dentist_interview.txt         0.032581         37
                          mental_health_counselor_interview.txt         0.031707         38
                                     orthodontist_interview.txt         0.031603         39
                                teacher_assistant_interview.txt         0.031540         40
                                         optician_interview.txt         0.031429         41
                               physical_therapist_interview.txt         0.031250         42
                                       pharmacist_interview.txt         0.031161         43
                                      optometrist_interview.txt         0.031111         44
                       dietitian_and_nutritionist_interview.txt         0.031088         45
                         computer_systems_analyst_interview.txt         0.031008         46
                            respiratory_therapist_interview.txt         0.030717         47
                       medical_equipment_repairer_interview.txt         0.030568         48
                      community_and_health_worker_interview.txt         0.030303         49
                                marketing_manager_interview.txt         0.030220         50
                      forensic_science_technician_interview.txt         0.030178         51
                    obstetrician_and_gynecologist_interview.txt         0.030120         52
                                     psychiatrist_interview.txt         0.029810         53
                             construction_manager_interview.txt         0.029470         54
                                     sports_coach_interview.txt         0.029213         55
                                genetic_counselor_interview.txt         0.029070         56
                      business_operations_manager_interview.txt         0.029014         57
                        orthotist_and_prosthetist_interview.txt         0.028192         58
                                financial_advisor_interview.txt         0.028078         59
                              construction_worker_interview.txt         0.027881         60
                                    auto_mechanic_interview.txt         0.027848         61
                   occupational_therapy_assistant_interview.txt         0.027660         62
 licensed_practical_and_licensed_vocational_nurse_interview.txt         0.027597         63
                                 flight_attendant_interview.txt         0.027397         64
                       medical_records_technician_interview.txt         0.027119         65
                          industrial_psychologist_interview.txt         0.026989         66
                                financial_manager_interview.txt         0.026846         67
                           clinical_social_worker_interview.txt         0.026608         68
                    marriage_and_family_therapist_interview.txt         0.026059         69
                     solar_photovoltaic_installer_interview.txt         0.025932         70
                                     veterinarian_interview.txt         0.025830         71
                                   security_guard_interview.txt         0.025692         72
                              pharmacy_technician_interview.txt         0.025641         73
                              political_scientist_interview.txt         0.025641         74
                                       podiatrist_interview.txt         0.025591         75
