I2S Rankings

Tech Score Ranking:
                                               filename  tech_score_mean  Tech_Rank
            computer_vision_engineerFG1-5_interview.txt         0.095970          1
                          devops_engineer_interview.txt         0.092503          2
                 computer_vision_engineer_interview.txt         0.090843          3
                     devops_engineerFG1-5_interview.txt         0.089831          4
natural_language_processing_engineerFG1-5_interview.txt         0.085504          5
                 fire_protection_engineer_interview.txt         0.082703          6
                        robotics_engineer_interview.txt         0.082376          7
                 water_resources_engineer_interview.txt         0.080314          8
                         nuclear_engineer_interview.txt         0.077746          9
                              ai_ethicist_interview.txt         0.076850         10
     natural_language_processing_engineer_interview.txt         0.076657         11
                        backend_developer_interview.txt         0.074976         12
                   environmental_engineer_interview.txt         0.073492         13
                           neuroscientist_interview.txt         0.073311         14
               ai_software_developerFG1-5_interview.txt         0.073309         15
                               astronomer_interview.txt         0.072729         16
                   robotics_engineerFG1-5_interview.txt         0.072693         17
                                geologist_interview.txt         0.072553         18
                    geotechnical_engineer_interview.txt         0.072246         19
                           data_scientist_interview.txt         0.070660         20
                    ai_software_developer_interview.txt         0.070657         21
                                architect_interview.txt         0.070527         22
                                biologist_interview.txt         0.070108         23
                  transportation_engineer_interview.txt         0.069748         24
                      electrical_engineer_interview.txt         0.069620         25
                       aerospace_engineer_interview.txt         0.069118         26
                          marine_engineer_interview.txt         0.069018         27
                   manufacturing_engineer_interview.txt         0.068524         28
                            data_engineer_interview.txt         0.068357         29
                           civil_engineer_interview.txt         0.068305         30
                      mechanical_engineer_interview.txt         0.068059         31
                          cloud_architect_interview.txt         0.067785         32
                      structural_engineer_interview.txt         0.067506         33
                        financial_analyst_interview.txt         0.066472         34
                      industrial_engineer_interview.txt         0.066141         35
                                physicist_interview.txt         0.065946         36
                      biomedical_engineer_interview.txt         0.065858         37
                           game_developer_interview.txt         0.065459         38
                 cybersecurity_specialist_interview.txt         0.065172         39
                     full_stack_developer_interview.txt         0.065112         40
                               geneticist_interview.txt         0.064992         41
                          product_manager_interview.txt         0.064946         42
                machine_learning_engineer_interview.txt         0.064876         43
                        chemical_engineer_interview.txt         0.064796         44
                           content_writer_interview.txt         0.064392         45
                           microbiologist_interview.txt         0.064265         46
                                  chemist_interview.txt         0.064139         47
                               no_persona_interview.txt         0.063886         48
                          no_personaFG1-5_interview.txt         0.063886         49
                             ai_professor_interview.txt         0.063882         50
                               pharmacist_interview.txt         0.063838         51
                       materials_engineer_interview.txt         0.063691         52
                   occupational_therapist_interview.txt         0.063598         53
                       petroleum_engineer_interview.txt         0.063261         54
                            meteorologist_interview.txt         0.062892         55
                         speech_therapist_interview.txt         0.062892         56
                    agricultural_engineer_interview.txt         0.062778         57
                     system_administrator_interview.txt         0.062316         58
          customer_service_representative_interview.txt         0.061882         59
                  human_resources_manager_interview.txt         0.061534         60
                   database_administrator_interview.txt         0.061255         61
        software_quality_assurance_tester_interview.txt         0.060876         62
                          mining_engineer_interview.txt         0.060518         63
                  environmental_scientist_interview.txt         0.060252         64
