I2S Rankings

Tech Score Ranking:
                                               filename  tech_score_mean  Tech_Rank
                 computer_vision_engineer_interview.txt         0.098144          1
            computer_vision_engineerFG1-5_interview.txt         0.095970          2
                          devops_engineer_interview.txt         0.092495          3
                     devops_engineerFG1-5_interview.txt         0.089831          4
     natural_language_processing_engineer_interview.txt         0.088566          5
natural_language_processing_engineerFG1-5_interview.txt         0.085504          6
                 fire_protection_engineer_interview.txt         0.082703          7
                        robotics_engineer_interview.txt         0.081116          8
                 water_resources_engineer_interview.txt         0.080314          9
                    ai_software_developer_interview.txt         0.078194         10
                         nuclear_engineer_interview.txt         0.077746         11
                              ai_ethicist_interview.txt         0.076850         12
                        backend_developer_interview.txt         0.074976         13
                   environmental_engineer_interview.txt         0.073492         14
                           neuroscientist_interview.txt         0.073311         15
               ai_software_developerFG1-5_interview.txt         0.073309         16
                               astronomer_interview.txt         0.072729         17
                   robotics_engineerFG1-5_interview.txt         0.072693         18
                                geologist_interview.txt         0.072553         19
                    geotechnical_engineer_interview.txt         0.072246         20
                           data_scientist_interview.txt         0.070660         21
                                architect_interview.txt         0.070527         22
                                biologist_interview.txt         0.070108         23
                  transportation_engineer_interview.txt         0.069748         24
                      electrical_engineer_interview.txt         0.069620         25
                       aerospace_engineer_interview.txt         0.069118         26
                          marine_engineer_interview.txt         0.069018         27
                   manufacturing_engineer_interview.txt         0.068524         28
                            data_engineer_interview.txt         0.068357         29
                           civil_engineer_interview.txt         0.068305         30
                      mechanical_engineer_interview.txt         0.068059         31
                          cloud_architect_interview.txt         0.067785         32
                      structural_engineer_interview.txt         0.067506         33
                        financial_analyst_interview.txt         0.066472         34
                      industrial_engineer_interview.txt         0.066141         35
                                physicist_interview.txt         0.065946         36
                      biomedical_engineer_interview.txt         0.065858         37
                           game_developer_interview.txt         0.065459         38
                 cybersecurity_specialist_interview.txt         0.065172         39
                     full_stack_developer_interview.txt         0.065112         40
                               geneticist_interview.txt         0.064992         41
                          product_manager_interview.txt         0.064946         42
                machine_learning_engineer_interview.txt         0.064876         43
                        chemical_engineer_interview.txt         0.064796         44
                           microbiologist_interview.txt         0.064265         45
                                  chemist_interview.txt         0.064139         46
                          no_personaFG1-5_interview.txt         0.063886         47
                               no_persona_interview.txt         0.063886         48
                             ai_professor_interview.txt         0.063882         49
                               pharmacist_interview.txt         0.063838         50
                       materials_engineer_interview.txt         0.063691         51
                   occupational_therapist_interview.txt         0.063598         52
                       petroleum_engineer_interview.txt         0.063261         53
                            meteorologist_interview.txt         0.062892         54
                         speech_therapist_interview.txt         0.062892         55
                    agricultural_engineer_interview.txt         0.062778         56
                     system_administrator_interview.txt         0.062316         57
          customer_service_representative_interview.txt         0.061882         58
                  human_resources_manager_interview.txt         0.061534         59
                   database_administrator_interview.txt         0.061255         60
        software_quality_assurance_tester_interview.txt         0.060876         61
                          mining_engineer_interview.txt         0.060518         62
                  environmental_scientist_interview.txt         0.060252         63
                       frontend_developer_interview.txt         0.059578         64
                          safety_engineer_interview.txt         0.059154         65
                               it_manager_interview.txt         0.059027         66
                          cto_of_a_fintec_interview.txt         0.058656         67
             environmental_health_officer_interview.txt         0.058363         68
                    logistics_coordinator_interview.txt         0.057998         69
                    professor_of_classics_interview.txt         0.057620         70
                     construction_manager_interview.txt         0.057248         71
                             veterinarian_interview.txt         0.056331         72
                              ux_designer_interview.txt         0.056075         73
                                   doctor_interview.txt         0.055929         74
            business_intelligence_analyst_interview.txt         0.055916         75
                        warehouse_manager_interview.txt         0.055185         76
                                bartender_interview.txt         0.054933         77
                     mobile_app_developer_interview.txt         0.054771         78
                                  barista_interview.txt         0.054466         79
                             travel_agent_interview.txt         0.054448         80
                                    nurse_interview.txt         0.054431         81
                                  dentist_interview.txt         0.053282         82
                 quality_control_engineer_interview.txt         0.053027         83
                   content_writerFG96-100_interview.txt         0.052732         84
                       restaurant_manager_interview.txt         0.052489         85
                          project_manager_interview.txt         0.051769         86
                         graphic_designer_interview.txt         0.051619         87
                                 gardener_interview.txt         0.051482         88
                             psychologist_interview.txt         0.051206         89
                                   waiter_interview.txt         0.051000         90
                   procurement_specialist_interview.txt         0.050940         91
                            hotel_manager_interview.txt         0.050605         92
                       physical_therapist_interview.txt         0.050547         93
                       operations_manager_interview.txt         0.050177         94
                                     chef_interview.txt         0.049739         95
                    event_plannerFG96-100_interview.txt         0.047780         96
                         business_analyst_interview.txt         0.047418         97
                            sales_manager_interview.txt         0.046950         98
                             lorry_driver_interview.txt         0.046948         99
                   retail_managerFG96-100_interview.txt         0.046325        100
                    network_administrator_interview.txt         0.046008        101
                               police_man_interview.txt         0.045527        102
              public_relations_specialist_interview.txt         0.044083        103
                     social_media_manager_interview.txt         0.044073        104
                     supply_chain_manager_interview.txt         0.043945        105
                                    focus_group_1-5.txt         0.043607        106
                        marketing_manager_interview.txt         0.042907        107
                           shop_assistant_interview.txt         0.041685        108
                            event_planner_interview.txt         0.039783        109
                           retail_manager_interview.txt         0.039680        110
                           content_writer_interview.txt         0.038256        111
     digital_marketing_specialistFG96-100_interview.txt         0.037364        112
             digital_marketing_specialist_interview.txt         0.035643        113
                              dog_groomer_interview.txt         0.027768        114
                                 focus_group_96-100.txt         0.023595        115

Maverick Information:
Maverick Interjection Probability: 0
Maverick Personas:


Idea Build-up Ranking:
                                               filename  idea_buildup_score_mean  Idea_Buildup_Rank
                     supply_chain_manager_interview.txt                 0.105211                  1
                        chemical_engineer_interview.txt                 0.097791                  2
                         business_analyst_interview.txt                 0.089356                  3
                    geotechnical_engineer_interview.txt                 0.088634                  4
                     system_administrator_interview.txt                 0.087991                  5
                             travel_agent_interview.txt                 0.087841                  6
                             lorry_driver_interview.txt                 0.087779                  7
                           retail_manager_interview.txt                 0.087148                  8
            business_intelligence_analyst_interview.txt                 0.086728                  9
                      biomedical_engineer_interview.txt                 0.083377                 10
                                   doctor_interview.txt                 0.082779                 11
                  environmental_scientist_interview.txt                 0.082156                 12
                machine_learning_engineer_interview.txt                 0.082092                 13
                        warehouse_manager_interview.txt                 0.081876                 14
                                physicist_interview.txt                 0.081848                 15
                   robotics_engineerFG1-5_interview.txt                 0.081226                 16
                                   waiter_interview.txt                 0.080992                 17
                   environmental_engineer_interview.txt                 0.080842                 18
                           content_writer_interview.txt                 0.080655                 19
             environmental_health_officer_interview.txt                 0.079014                 20
                            sales_manager_interview.txt                 0.078607                 21
                          project_manager_interview.txt                 0.078492                 22
                       materials_engineer_interview.txt                 0.078396                 23
                            meteorologist_interview.txt                 0.078252                 24
                 fire_protection_engineer_interview.txt                 0.078164                 25
                      electrical_engineer_interview.txt                 0.077837                 26
                       petroleum_engineer_interview.txt                 0.077526                 27
               ai_software_developerFG1-5_interview.txt                 0.076771                 28
                          cloud_architect_interview.txt                 0.076463                 29
                           game_developer_interview.txt                 0.076086                 30
                       operations_manager_interview.txt                 0.075534                 31
                               astronomer_interview.txt                 0.075283                 32
                          marine_engineer_interview.txt                 0.075242                 33
                                 gardener_interview.txt                 0.075155                 34
                       frontend_developer_interview.txt                 0.075099                 35
                        financial_analyst_interview.txt                 0.074905                 36
                   retail_managerFG96-100_interview.txt                 0.074894                 37
                    network_administrator_interview.txt                 0.074831                 38
                       aerospace_engineer_interview.txt                 0.074519                 39
                     social_media_manager_interview.txt                 0.074309                 40
                    professor_of_classics_interview.txt                 0.073547                 41
                           data_scientist_interview.txt                 0.073177                 42
                     construction_manager_interview.txt                 0.072695                 43
                    logistics_coordinator_interview.txt                 0.072426                 44
                          mining_engineer_interview.txt                 0.072194                 45
                               it_manager_interview.txt                 0.072044                 46
                 cybersecurity_specialist_interview.txt                 0.071951                 47
                    ai_software_developer_interview.txt                 0.071464                 48
                   occupational_therapist_interview.txt                 0.071315                 49
                            data_engineer_interview.txt                 0.070912                 50
                      mechanical_engineer_interview.txt                 0.070497                 51
                                bartender_interview.txt                 0.070443                 52
                                    nurse_interview.txt                 0.070304                 53
                   manufacturing_engineer_interview.txt                 0.069683                 54
          customer_service_representative_interview.txt                 0.068368                 55
                        marketing_manager_interview.txt                 0.067988                 56
                            event_planner_interview.txt                 0.067531                 57
                                  dentist_interview.txt                 0.067284                 58
                   content_writerFG96-100_interview.txt                 0.067203                 59
                     mobile_app_developer_interview.txt                 0.065951                 60
                                     chef_interview.txt                 0.065588                 61
